Predicted Date,Type of Error
2019-04-25 05:38:06.073812-05:00,Gcm notification Exception
2019-04-25 05:38:06.526054-05:00,DB Error
2019-04-25 05:38:06.785831-05:00,Gcm notification Exception
2019-04-25 05:38:07.368422-05:00,DB Error
2019-04-25 05:38:07.497861-05:00,Gcm notification Exception
2019-04-25 05:38:07.909809-05:00,APIs Error Request
2019-04-25 05:38:08.209902-05:00,Gcm notification Exception
2019-04-25 05:38:08.212278-05:00,DB Error
2019-04-25 05:38:08.921953-05:00,Gcm notification Exception
2019-04-25 05:38:09.054654-05:00,DB Error
2019-04-25 05:38:09.634015-05:00,Gcm notification Exception
2019-04-25 05:38:09.898502-05:00,DB Error
2019-04-25 05:38:10.142568-05:00,APIs Error Request
2019-04-25 05:38:10.346087-05:00,Gcm notification Exception
2019-04-25 05:38:10.740887-05:00,DB Error
2019-04-25 05:38:11.058170-05:00,Gcm notification Exception
2019-04-25 05:38:11.584726-05:00,DB Error
2019-04-25 05:38:11.770264-05:00,Gcm notification Exception
2019-04-25 05:38:12.375418-05:00,APIs Error Request
2019-04-25 05:38:12.427119-05:00,DB Error
2019-04-25 05:38:12.482368-05:00,Gcm notification Exception
2019-04-25 05:38:13.194483-05:00,Gcm notification Exception
2019-04-25 05:38:13.270950-05:00,DB Error
2019-04-25 05:38:13.906609-05:00,Gcm notification Exception
2019-04-25 05:38:14.113352-05:00,DB Error
2019-04-25 05:38:14.608360-05:00,APIs Error Request
2019-04-25 05:38:14.618745-05:00,Gcm notification Exception
2019-04-25 05:38:14.957174-05:00,DB Error
2019-04-25 05:38:15.330892-05:00,Gcm notification Exception
2019-04-25 05:38:15.799584-05:00,DB Error
2019-04-25 05:38:16.043049-05:00,Gcm notification Exception
2019-04-25 05:38:16.643398-05:00,DB Error
2019-04-25 05:38:16.755217-05:00,Gcm notification Exception
2019-04-25 05:38:16.841393-05:00,APIs Error Request
2019-04-25 05:38:17.467396-05:00,Gcm notification Exception
2019-04-25 05:38:17.485817-05:00,DB Error
2019-04-25 05:38:18.179585-05:00,Gcm notification Exception
2019-04-25 05:38:18.329622-05:00,DB Error
2019-04-25 05:38:18.891785-05:00,Gcm notification Exception
2019-04-25 05:38:19.074517-05:00,APIs Error Request
2019-04-25 05:38:19.172049-05:00,DB Error
2019-04-25 05:38:19.603996-05:00,Gcm notification Exception
2019-04-25 05:38:20.015846-05:00,DB Error
2019-04-25 05:38:20.316217-05:00,Gcm notification Exception
2019-04-25 05:38:20.858281-05:00,DB Error
2019-04-25 05:38:21.028449-05:00,Gcm notification Exception
2019-04-25 05:38:21.307733-05:00,APIs Error Request
2019-04-25 05:38:21.702070-05:00,DB Error
2019-04-25 05:38:21.740691-05:00,Gcm notification Exception
2019-04-25 05:38:22.452944-05:00,Gcm notification Exception
2019-04-25 05:38:22.544513-05:00,DB Error
2019-04-25 05:38:23.165208-05:00,Gcm notification Exception
2019-04-25 05:38:23.388294-05:00,DB Error
2019-04-25 05:38:23.541041-05:00,APIs Error Request
2019-04-25 05:38:23.877482-05:00,Gcm notification Exception
2019-04-25 05:38:24.230746-05:00,DB Error
2019-04-25 05:38:24.589767-05:00,Gcm notification Exception
2019-04-25 05:38:25.074519-05:00,DB Error
2019-04-25 05:38:25.302063-05:00,Gcm notification Exception
2019-04-25 05:38:25.774440-05:00,APIs Error Request
2019-04-25 05:38:25.916978-05:00,DB Error
2019-04-25 05:38:26.014369-05:00,Gcm notification Exception
2019-04-25 05:38:26.726686-05:00,Gcm notification Exception
2019-04-25 05:38:26.760743-05:00,DB Error
2019-04-25 05:38:27.439013-05:00,Gcm notification Exception
2019-04-25 05:38:27.603210-05:00,DB Error
2019-04-25 05:38:28.007930-05:00,APIs Error Request
2019-04-25 05:38:28.151351-05:00,Gcm notification Exception
2019-04-25 05:38:28.446967-05:00,DB Error
2019-04-25 05:38:28.863700-05:00,Gcm notification Exception
2019-04-25 05:38:29.289442-05:00,DB Error
2019-04-25 05:38:29.576059-05:00,Gcm notification Exception
2019-04-25 05:38:30.133192-05:00,DB Error
2019-04-25 05:38:30.241511-05:00,APIs Error Request
2019-04-25 05:38:30.288429-05:00,Gcm notification Exception
2019-04-25 05:38:30.975674-05:00,DB Error
2019-04-25 05:38:31.000810-05:00,Gcm notification Exception
2019-04-25 05:38:31.713201-05:00,Gcm notification Exception
2019-04-25 05:38:31.819416-05:00,DB Error
2019-04-25 05:38:32.425603-05:00,Gcm notification Exception
2019-04-25 05:38:32.475184-05:00,APIs Error Request
2019-04-25 05:38:32.661906-05:00,DB Error
2019-04-25 05:38:33.138015-05:00,Gcm notification Exception
2019-04-25 05:38:33.505641-05:00,DB Error
2019-04-25 05:38:33.850438-05:00,Gcm notification Exception
2019-04-25 05:38:34.348138-05:00,DB Error
2019-04-25 05:38:34.562872-05:00,Gcm notification Exception
2019-04-25 05:38:34.708949-05:00,APIs Error Request
2019-04-25 05:38:35.191865-05:00,DB Error
2019-04-25 05:38:35.275316-05:00,Gcm notification Exception
2019-04-25 05:38:35.987771-05:00,Gcm notification Exception
2019-04-25 05:38:36.034369-05:00,DB Error
2019-04-25 05:38:36.700237-05:00,Gcm notification Exception
2019-04-25 05:38:36.878090-05:00,DB Error
2019-04-25 05:38:36.942805-05:00,APIs Error Request
2019-04-25 05:38:37.412713-05:00,Gcm notification Exception
2019-04-25 05:38:37.720601-05:00,DB Error
2019-04-25 05:38:38.125200-05:00,Gcm notification Exception
2019-04-25 05:38:38.564315-05:00,DB Error
2019-04-25 05:38:38.837697-05:00,Gcm notification Exception
2019-04-25 05:38:39.176752-05:00,APIs Error Request
2019-04-25 05:38:39.406833-05:00,DB Error
2019-04-25 05:38:39.550206-05:00,Gcm notification Exception
2019-04-25 05:38:40.250539-05:00,DB Error
2019-04-25 05:38:40.262724-05:00,Gcm notification Exception
2019-04-25 05:38:40.975254-05:00,Gcm notification Exception
2019-04-25 05:38:41.093065-05:00,DB Error
2019-04-25 05:38:41.410790-05:00,APIs Error Request
2019-04-25 05:38:41.687794-05:00,Gcm notification Exception
2019-04-25 05:38:41.936764-05:00,DB Error
2019-04-25 05:38:42.400344-05:00,Gcm notification Exception
2019-04-25 05:38:42.779296-05:00,DB Error
2019-04-25 05:38:43.112905-05:00,Gcm notification Exception
2019-04-25 05:38:43.622989-05:00,DB Error
2019-04-25 05:38:43.644920-05:00,APIs Error Request
2019-04-25 05:38:43.825477-05:00,Gcm notification Exception
2019-04-25 05:38:44.465528-05:00,DB Error
2019-04-25 05:38:44.538060-05:00,Gcm notification Exception
2019-04-25 05:38:45.250653-05:00,Gcm notification Exception
2019-04-25 05:38:45.309214-05:00,DB Error
2019-04-25 05:38:45.879142-05:00,APIs Error Request
2019-04-25 05:38:45.963257-05:00,Gcm notification Exception
2019-04-25 05:38:46.151760-05:00,DB Error
2019-04-25 05:38:46.675871-05:00,Gcm notification Exception
2019-04-25 05:38:46.995439-05:00,DB Error
2019-04-25 05:38:47.388496-05:00,Gcm notification Exception
2019-04-25 05:38:47.837991-05:00,DB Error
2019-04-25 05:38:48.101132-05:00,Gcm notification Exception
2019-04-25 05:38:48.113455-05:00,APIs Error Request
2019-04-25 05:38:48.681663-05:00,DB Error
2019-04-25 05:38:48.813778-05:00,Gcm notification Exception
2019-04-25 05:38:49.524223-05:00,DB Error
2019-04-25 05:38:49.526435-05:00,Gcm notification Exception
2019-04-25 05:38:50.239102-05:00,Gcm notification Exception
2019-04-25 05:38:50.347859-05:00,APIs Error Request
2019-04-25 05:38:50.367888-05:00,DB Error
2019-04-25 05:38:50.951781-05:00,Gcm notification Exception
2019-04-25 05:38:51.210454-05:00,DB Error
2019-04-25 05:38:51.664469-05:00,Gcm notification Exception
2019-04-25 05:38:52.054113-05:00,DB Error
2019-04-25 05:38:52.377169-05:00,Gcm notification Exception
2019-04-25 05:38:52.582354-05:00,APIs Error Request
2019-04-25 05:38:52.896686-05:00,DB Error
2019-04-25 05:38:53.089879-05:00,Gcm notification Exception
2019-04-25 05:38:53.740338-05:00,DB Error
2019-04-25 05:38:53.802599-05:00,Gcm notification Exception
2019-04-25 05:38:54.515331-05:00,Gcm notification Exception
2019-04-25 05:38:54.582917-05:00,DB Error
2019-04-25 05:38:54.816941-05:00,APIs Error Request
2019-04-25 05:38:55.228072-05:00,Gcm notification Exception
2019-04-25 05:38:55.426563-05:00,DB Error
2019-04-25 05:38:55.940825-05:00,Gcm notification Exception
2019-04-25 05:38:56.269148-05:00,DB Error
2019-04-25 05:38:56.653588-05:00,Gcm notification Exception
2019-04-25 05:38:57.051620-05:00,APIs Error Request
2019-04-25 05:38:57.112789-05:00,DB Error
2019-04-25 05:38:57.366362-05:00,Gcm notification Exception
2019-04-25 05:38:57.955380-05:00,DB Error
2019-04-25 05:38:58.079146-05:00,Gcm notification Exception
2019-04-25 05:38:58.791941-05:00,Gcm notification Exception
2019-04-25 05:38:58.799014-05:00,DB Error
2019-04-25 05:38:59.286390-05:00,APIs Error Request
2019-04-25 05:38:59.504747-05:00,Gcm notification Exception
2019-04-25 05:38:59.641611-05:00,DB Error
2019-04-25 05:39:00.217563-05:00,Gcm notification Exception
2019-04-25 05:39:00.485239-05:00,DB Error
2019-04-25 05:39:00.930390-05:00,Gcm notification Exception
2019-04-25 05:39:01.327842-05:00,DB Error
2019-04-25 05:39:01.521251-05:00,APIs Error Request
2019-04-25 05:39:01.643228-05:00,Gcm notification Exception
2019-04-25 05:39:02.171464-05:00,DB Error
2019-04-25 05:39:02.356076-05:00,Gcm notification Exception
2019-04-25 05:39:03.014074-05:00,DB Error
2019-04-25 05:39:03.068935-05:00,Gcm notification Exception
2019-04-25 05:39:03.756203-05:00,APIs Error Request
2019-04-25 05:39:03.781804-05:00,Gcm notification Exception
2019-04-25 05:39:03.857689-05:00,DB Error
2019-04-25 05:39:04.494684-05:00,Gcm notification Exception
2019-04-25 05:39:04.700305-05:00,DB Error
2019-04-25 05:39:05.207575-05:00,Gcm notification Exception
2019-04-25 05:39:05.543915-05:00,DB Error
2019-04-25 05:39:05.920476-05:00,Gcm notification Exception
2019-04-25 05:39:05.991247-05:00,APIs Error Request
2019-04-25 05:39:06.386536-05:00,DB Error
2019-04-25 05:39:06.633388-05:00,Gcm notification Exception
2019-04-25 05:39:07.230140-05:00,DB Error
2019-04-25 05:39:07.346311-05:00,Gcm notification Exception
2019-04-25 05:39:08.059244-05:00,Gcm notification Exception
2019-04-25 05:39:08.072767-05:00,DB Error
2019-04-25 05:39:08.226383-05:00,APIs Error Request
2019-04-25 05:39:08.772188-05:00,Gcm notification Exception
2019-04-25 05:39:08.916365-05:00,DB Error
2019-04-25 05:39:09.485142-05:00,Gcm notification Exception
2019-04-25 05:39:09.758998-05:00,DB Error
2019-04-25 05:39:10.198107-05:00,Gcm notification Exception
2019-04-25 05:39:10.461610-05:00,APIs Error Request
2019-04-25 05:39:10.602591-05:00,DB Error
2019-04-25 05:39:10.911083-05:00,Gcm notification Exception
2019-04-25 05:39:11.445229-05:00,DB Error
2019-04-25 05:39:11.624069-05:00,Gcm notification Exception
2019-04-25 05:39:12.288816-05:00,DB Error
2019-04-25 05:39:12.337066-05:00,Gcm notification Exception
2019-04-25 05:39:12.696928-05:00,APIs Error Request
2019-04-25 05:39:13.050074-05:00,Gcm notification Exception
2019-04-25 05:39:13.131460-05:00,DB Error
2019-04-25 05:39:13.763092-05:00,Gcm notification Exception
2019-04-25 05:39:13.975041-05:00,DB Error
2019-04-25 05:39:14.476121-05:00,Gcm notification Exception
2019-04-25 05:39:14.817691-05:00,DB Error
2019-04-25 05:39:14.932338-05:00,APIs Error Request
2019-04-25 05:39:15.189160-05:00,Gcm notification Exception
2019-04-25 05:39:15.661267-05:00,DB Error
2019-04-25 05:39:15.902210-05:00,Gcm notification Exception
2019-04-25 05:39:16.503922-05:00,DB Error
2019-04-25 05:39:16.615271-05:00,Gcm notification Exception
2019-04-25 05:39:17.167839-05:00,APIs Error Request
2019-04-25 05:39:17.328342-05:00,Gcm notification Exception
2019-04-25 05:39:17.347492-05:00,DB Error
2019-04-25 05:39:18.041424-05:00,Gcm notification Exception
2019-04-25 05:39:18.190153-05:00,DB Error
2019-04-25 05:39:18.754517-05:00,Gcm notification Exception
2019-04-25 05:39:19.033718-05:00,DB Error
2019-04-25 05:39:19.403431-05:00,APIs Error Request
2019-04-25 05:39:19.467620-05:00,Gcm notification Exception
2019-04-25 05:39:19.876384-05:00,DB Error
2019-04-25 05:39:20.180734-05:00,Gcm notification Exception
2019-04-25 05:39:20.719944-05:00,DB Error
2019-04-25 05:39:20.893858-05:00,Gcm notification Exception
2019-04-25 05:39:21.562615-05:00,DB Error
2019-04-25 05:39:21.606993-05:00,Gcm notification Exception
2019-04-25 05:39:21.639115-05:00,APIs Error Request
2019-04-25 05:39:22.320139-05:00,Gcm notification Exception
2019-04-25 05:39:22.406169-05:00,DB Error
2019-04-25 05:39:23.033296-05:00,Gcm notification Exception
2019-04-25 05:39:23.248846-05:00,DB Error
2019-04-25 05:39:23.746463-05:00,Gcm notification Exception
2019-04-25 05:39:23.874890-05:00,APIs Error Request
2019-04-25 05:39:24.092395-05:00,DB Error
2019-04-25 05:39:24.459640-05:00,Gcm notification Exception
2019-04-25 05:39:24.935076-05:00,DB Error
2019-04-25 05:39:25.172828-05:00,Gcm notification Exception
2019-04-25 05:39:25.778620-05:00,DB Error
2019-04-25 05:39:25.886027-05:00,Gcm notification Exception
2019-04-25 05:39:26.110757-05:00,APIs Error Request
2019-04-25 05:39:26.599237-05:00,Gcm notification Exception
2019-04-25 05:39:26.621307-05:00,DB Error
2019-04-25 05:39:27.312457-05:00,Gcm notification Exception
2019-04-25 05:39:27.464846-05:00,DB Error
2019-04-25 05:39:28.025688-05:00,Gcm notification Exception
2019-04-25 05:39:28.307538-05:00,DB Error
2019-04-25 05:39:28.346715-05:00,APIs Error Request
2019-04-25 05:39:28.738929-05:00,Gcm notification Exception
2019-04-25 05:39:29.151072-05:00,DB Error
2019-04-25 05:39:29.452181-05:00,Gcm notification Exception
2019-04-25 05:39:29.993769-05:00,DB Error
2019-04-25 05:39:30.165444-05:00,Gcm notification Exception
2019-04-25 05:39:30.582764-05:00,APIs Error Request
2019-04-25 05:39:30.837298-05:00,DB Error
2019-04-25 05:39:30.878717-05:00,Gcm notification Exception
2019-04-25 05:39:31.592001-05:00,Gcm notification Exception
2019-04-25 05:39:31.679999-05:00,DB Error
2019-04-25 05:39:32.305295-05:00,Gcm notification Exception
2019-04-25 05:39:32.523523-05:00,DB Error
2019-04-25 05:39:32.818905-05:00,APIs Error Request
2019-04-25 05:39:33.018600-05:00,Gcm notification Exception
2019-04-25 05:39:33.366230-05:00,DB Error
2019-04-25 05:39:33.731916-05:00,Gcm notification Exception
2019-04-25 05:39:34.209749-05:00,DB Error
2019-04-25 05:39:34.445242-05:00,Gcm notification Exception
2019-04-25 05:39:35.052460-05:00,DB Error
2019-04-25 05:39:35.055137-05:00,APIs Error Request
2019-04-25 05:39:35.158579-05:00,Gcm notification Exception
2019-04-25 05:39:35.871927-05:00,Gcm notification Exception
2019-04-25 05:39:35.895975-05:00,DB Error
2019-04-25 05:39:36.585285-05:00,Gcm notification Exception
2019-04-25 05:39:36.738691-05:00,DB Error
2019-04-25 05:39:37.291461-05:00,APIs Error Request
2019-04-25 05:39:37.298654-05:00,Gcm notification Exception
2019-04-25 05:39:37.582201-05:00,DB Error
2019-04-25 05:39:38.012034-05:00,Gcm notification Exception
2019-04-25 05:39:38.424922-05:00,DB Error
2019-04-25 05:39:38.725424-05:00,Gcm notification Exception
2019-04-25 05:39:39.268427-05:00,DB Error
2019-04-25 05:39:39.438825-05:00,Gcm notification Exception
2019-04-25 05:39:39.527876-05:00,APIs Error Request
2019-04-25 05:39:40.111152-05:00,DB Error
2019-04-25 05:39:40.152236-05:00,Gcm notification Exception
2019-04-25 05:39:40.865658-05:00,Gcm notification Exception
2019-04-25 05:39:40.954653-05:00,DB Error
2019-04-25 05:39:41.579091-05:00,Gcm notification Exception
2019-04-25 05:39:41.764382-05:00,APIs Error Request
2019-04-25 05:39:41.797383-05:00,DB Error
2019-04-25 05:39:42.292534-05:00,Gcm notification Exception
2019-04-25 05:39:42.640879-05:00,DB Error
2019-04-25 05:39:43.005988-05:00,Gcm notification Exception
2019-04-25 05:39:43.483613-05:00,DB Error
2019-04-25 05:39:43.719452-05:00,Gcm notification Exception
2019-04-25 05:39:44.000980-05:00,APIs Error Request
2019-04-25 05:39:44.327105-05:00,DB Error
2019-04-25 05:39:44.432928-05:00,Gcm notification Exception
2019-04-25 05:39:45.146413-05:00,Gcm notification Exception
2019-04-25 05:39:45.169844-05:00,DB Error
2019-04-25 05:39:45.859910-05:00,Gcm notification Exception
2019-04-25 05:39:46.013331-05:00,DB Error
2019-04-25 05:39:46.237669-05:00,APIs Error Request
2019-04-25 05:39:46.573417-05:00,Gcm notification Exception
2019-04-25 05:39:46.856074-05:00,DB Error
2019-04-25 05:39:47.286934-05:00,Gcm notification Exception
2019-04-25 05:39:47.699557-05:00,DB Error
2019-04-25 05:39:48.000463-05:00,Gcm notification Exception
2019-04-25 05:39:48.474450-05:00,APIs Error Request
2019-04-25 05:39:48.542304-05:00,DB Error
2019-04-25 05:39:48.714002-05:00,Gcm notification Exception
2019-04-25 05:39:49.385783-05:00,DB Error
2019-04-25 05:39:49.427551-05:00,Gcm notification Exception
2019-04-25 05:39:50.141111-05:00,Gcm notification Exception
2019-04-25 05:39:50.228535-05:00,DB Error
2019-04-25 05:39:50.711322-05:00,APIs Error Request
2019-04-25 05:39:50.854682-05:00,Gcm notification Exception
2019-04-25 05:39:51.072009-05:00,DB Error
2019-04-25 05:39:51.568264-05:00,Gcm notification Exception
2019-04-25 05:39:51.914765-05:00,DB Error
2019-04-25 05:39:52.281856-05:00,Gcm notification Exception
2019-04-25 05:39:52.758235-05:00,DB Error
2019-04-25 05:39:52.948286-05:00,APIs Error Request
2019-04-25 05:39:52.995458-05:00,Gcm notification Exception
2019-04-25 05:39:53.600995-05:00,DB Error
2019-04-25 05:39:53.709072-05:00,Gcm notification Exception
2019-04-25 05:39:54.422696-05:00,Gcm notification Exception
2019-04-25 05:39:54.444461-05:00,DB Error
2019-04-25 05:39:55.136330-05:00,Gcm notification Exception
2019-04-25 05:39:55.185340-05:00,APIs Error Request
2019-04-25 05:39:55.287226-05:00,DB Error
2019-04-25 05:39:55.849975-05:00,Gcm notification Exception
2019-04-25 05:39:56.130687-05:00,DB Error
2019-04-25 05:39:56.563631-05:00,Gcm notification Exception
2019-04-25 05:39:56.973456-05:00,DB Error
2019-04-25 05:39:57.277298-05:00,Gcm notification Exception
2019-04-25 05:39:57.422487-05:00,APIs Error Request
2019-04-25 05:39:57.816913-05:00,DB Error
2019-04-25 05:39:57.990975-05:00,Gcm notification Exception
2019-04-25 05:39:58.659686-05:00,DB Error
2019-04-25 05:39:58.704662-05:00,Gcm notification Exception
2019-04-25 05:39:59.418361-05:00,Gcm notification Exception
2019-04-25 05:39:59.503140-05:00,DB Error
2019-04-25 05:39:59.659724-05:00,APIs Error Request
2019-04-25 05:40:00.132070-05:00,Gcm notification Exception
2019-04-25 05:40:00.345917-05:00,DB Error
2019-04-25 05:40:00.845789-05:00,Gcm notification Exception
2019-04-25 05:40:01.189366-05:00,DB Error
